id,genus_and_species,taxonomy_id,strain,superkingdom,phylum,org_class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,r16S_accssion,r16S_GC,Tmin,Topt_ave,Topt_low,Topt_high,Tmax,Tmax_Tmin
7722,Chitinophaga niastensis,536980,JS16-4,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,,43,,EU714260,51.1,5,28,,,30,25
7723,Bradyrhizobium rifense,515499,CTAW71,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,62.7,,EU561074,55.3,14,28,,,30,16
7724,Bradyrhizobium cytisi,515489,CTAW11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,65.1,,EU561065,55.4,14,28,,,30,16
7725,Methylophilus rhizosphaerae,492660,CBMB127,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,,47.9,,EU194887,52,20,28,,,30,10
7726,Agromyces aureus,453304,AR33,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,GCA_001660485.1,70.4,4.4,KU141338,56.8,10,28,,,30,20
7727,Methylobacterium phyllosphaerae,418223,CBMB27,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,GCA_001936175.1,69.6,6.3,EF126746,57.1,20,28,,,30,10
7728,Saccharothrix violaceirubra,413306,YU 692-1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,70.8,,AB284261,60.1,15,28,,,30,15
7729,Kaistia defluvii,410841,B6-12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia,,63,,AM409365,55.8,10,28,,,30,20
7730,Massilia aurea,373040,AP13,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,66,,AM231588,53.3,4,28,,,30,26
7731,Salinispora pacifica,351187,CNR-114,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,,68.9,,DQ224161,59.9,20,28,,,30,10
7732,Methylobacterium oryzae,334852,CBMB20 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,GCA_000757795.1,69.8,6.3,AY683045,57.2,20,28,,,30,10
7733,Williamsia marianensis,322609,MT8,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia,,65.2,,AY894336,57.8,4,28,,,30,26
7734,Kocuria himachalensis,322508,K07-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,,75,,AY987383,57.2,20,28,,,30,10
7735,Methylobacterium variabile,298794,GR3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,69.2,,AJ851087,58.2,20,28,,,30,10
7736,Methylobacterium aquaticum,270351,GR16 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,GCA_001548015.1,70.8,7.6,AJ635303,57.8,20,28,,,30,10
7737,Methylobacterium hispanicum,270350,GP34,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,67.7,,AJ635304,57.3,15,28,,,30,15
7738,Klugiella xanthotipulae,244735,44C3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Klugiella,,60.9,,AY372075,55.7,4,28,,,30,26
7739,Bradyrhizobium yuanmingense,108015,CCBAU 10071,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,63.2,,AF193818,55.6,15,28,,,30,15
7740,Kocuria palustris,71999,DSM11925,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,GCA_001275345.1,70.5,2.9,Y16264,57.2,10,28,,,30,20
7741,Streptacidiphilus torunensis,1813013,NF37,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,,72.3,,KT933137,58.8,10,27,,,30,20
7742,Thiorhodococcus alkaliphilus,1752873,JA878,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus,,62.4,,LN901453,56.9,25,27,,,30,5
7743,Nitrosopumilus ureiphilus,1470067,PS0,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,,33.4,,KX950759,52.5,10,26,,,30,20
7744,Zunongwangia endophytica,1808945,CPA58,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,,26,,KY310594,50.5,4,26,,,30,26
7745,Mucilaginibacter pineti,1391627,M47C3B,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,40.6,,KF483876,51.8,15,26,,,30,15
7746,Planococcus versutus,1302659, L10.15,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,GCA_001186155.3,39.4,3.3,KX516729,55.9,4,26,,,30,26
7747,Streptacidiphilus durhamensis,1242862,FSCA67,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,,71,,JX484798,58.3,10,26,,,30,20
7748,Haliscomenobacter hydrossis,2350,O,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Haliscomenobacteraceae,Haliscomenobacter,GCA_000212735.1,47.1,8.8,EF090267,51.8,8,26,,,30,22
7749,Nitrosopumilus oxyclinae,1959104,HCE1,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,,33.1,,KX950758,51.9,4,25,,,30,26
7750,Nitrosopumilus cobalaminigenes,1470066,HCA1,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,,33,,KX950757,52.8,10,25,,,30,20
7751,Nitrosarchaeum koreense,1088740,MY1,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,,32.7,,HQ331116,52.1,15,25,,,30,15
7752,Flavivirga rizhaonensis,2559571,RZ03,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavivirga,,32.2,,MK311254,50,7,25,,,30,23
7753,Flavobacterium sangjuense,2518177,GS03,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,GCA_004797125.1,36.1,3.1,MH168564,51,4,25,,,30,26
7754,Cohnella abietis,2507935,HS21,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,GCA_004295585.1,44.8,7.1,MK418450,55.4,4,25,,,30,26
7755,Pedobacter nototheniae,2488994,36B243,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,35.4,,MH065727,50.7,10,25,,,30,20
7756,Pseudomethylobacillus aquaticus,2676064,H-5,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Pseudomethylobacillus,,58.3,,MG603667,52.8,15,25,,,30,15
7757,Shewanella litoralis,2282700,MMS16-UL482,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,43.7,,KX621128,54,4,25,,,30,26
7758,Winogradskyella aurantiaca,2219558,IMCC20180,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,37.7,,KX061440,49.1,20,25,,,30,10
7759,Shewanella ulleungensis,2282699,MMS16-UL253,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,42.1,,KY047616,53.8,4,25,,,30,26
7760,Shewanella saliphila,2282698,MMS16-UL250,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,43.4,,MF996862,53.8,4,25,,,30,26
7761,Dokdonia flava,2081979,ZODW10,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,,36,,MF614624,49.2,10,25,,,30,20
7762,Jatrophihabitans telluris,2038343,N237,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,,68.1,,LC323105,58.6,10,25,,,30,20
7763,Bizionia berychis,2036822, RA3-3-1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,,34.1,,MF962574,49.6,4,25,,,30,26
7764,Flavobacterium chuncheonense,2026653,IMCC26013 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,37.8,,KX505859,51,15,25,,,30,15
7765,Hymenobacter pedocola,2025510,S12.2.1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,58.7,,LC315612,56.2,4,25,,,30,26
7766,Hymenobacter agri,2025315,S1-2-1-2-1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,63,,LC315199,55.7,10,25,,,30,20
7767,Larkinella rosea,2025312,15J16-1T3A,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,,49.5,,LC315196,55.3,10,25,,,30,20
7768,Larkinella terrae,2025311,15J8-8,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,,50.5,,LC315195,55.4,8,25,,,30,22
7769,Larkinella knui,2025310,15J6-3T6,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,,50.6,,LC315194,55.7,4,25,,,30,26
7770,Marinisporobacter balticus,2018667,59.4M,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Marinisporobacter,,42.9,,KX822012,52.8,15,25,,,30,15
7771,Spirosoma horti,1987382,S7.3.19,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,48.6,,LC269321,53.8,10,25,,,30,20
7772,Spirosoma lituiforme,1987377,T15.2.4,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,49.7,,LC269316,53.9,10,25,,,30,20
7773,Loktanella acticola,1972512,OISW-6 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,,57.3,,KY817315,54.3,4,25,,,30,26
7774,Spirosoma gilvum,1968279,15J10-9T5,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,47.7,,LC221821,54.5,10,25,,,30,20
7775,Spirosoma migulaei,1968278,15J9-8,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,47,,LC221820,54.5,10,25,,,30,20
7776,Spirosoma daeguense,1968277,15J9-6,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,45.7,,LC221819,54.5,10,25,,,30,20
7777,Polaribacter insulae,1965254,OITF-22,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,32.3,,KY694984,49.4,10,25,,,30,20
7778,Algoriphagus aquaemixtae,1962689,KEM-10,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,40.6,,KY661386,52.8,4,25,,,30,26
7779,Caballeronia mineralivorans,2010198,PML1(12),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,,60.8,,,,10,25,,,30,20
7780,Mariprofundus micogutta,1921010,ET2,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,,48.8,,LC107871,53.4,15,25,,,30,15
7781,Jindonia aestuariivivens,1920899,JDTF-65,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jindonia,,56.8,,KY223704,54.6,10,25,,,30,20
7782,Altererythrobacter aquiaggeris,1898396,KEM-3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,59,,KX812543,52.2,4,25,,,30,26
7783,Larkinella ripae,1892557,15J11-11,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,,53.2,,LC177338,56.1,15,25,,,30,15
7784,Adhaeribacter terrae,1892554,HY02,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,,44,,LC177335,52.6,15,25,,,30,15
7785,Hymenobacter daeguensis,1892552,16F3Y-2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,62.9,,LC177333,55.6,15,25,,,30,15
7786,Polaribacter haliotis,1888915,RA4-7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,30.5,,KX450477,50.1,4,25,,,30,26
7787,Mucilaginibacter craterilacus,1861875,N60A,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,44.4,,LC160265,51.7,10,25,,,30,20
7788,Sphingomonas gotjawalisoli,1861874,SN6-9,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,64.1,,LC160264,53.9,10,25,,,30,20
7789,Albirhodobacter confluentis,1852015,S1-47,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albirhodobacter,,69.3,,KX268608,53.5,10,25,,,30,20
7790,Sphingomonas colocasiae,1848973,CC-MHH0539,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,69.5,,KU248160,54.1,15,25,,,30,15
7791,Deinococcus persicinus,1848199,KSY3-6,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,62,,NR_153716,55.6,20,25,,,30,10
7792,Spirosoma swuense,1848194,JBM2-3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,47.4,,KU865688,54.6,25,25,,,30,5
7793,Saccharopolyspora spongiae,1847949,CMMA1452,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,,64.8,,KX037095,58.6,15,25,,,30,15
7794,Sphingomonas prati,1843237,W18RD,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,66.4,,KU535675,54.7,4,25,,,30,26
7795,Spirosoma fluminis,1837378,15J17,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,48.3,,LC148305,56.5,15,25,,,30,15
7796,Flavobacterium amniphilum,1834035,KYPY10,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,41,,LT555403,50.6,20,25,,,30,10
7797,Pseudoalteromonas neustonica,1840331,PAMC 28425,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,39.7,,KU716039,52.7,4,25,,,30,26
7798,Nocardioides baekrokdamisoli,1804624,B2-12,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,GCA_003945325.1,67,3,LC127008,57.5,15,25,,,30,15
7799,Echinicola strongylocentroti,1795355,MEBiC08714,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,GCA_003260975.1,44.1,6.3,KU647633,55.5,20,25,,,30,10
7800,Neptuniibacter marinus,1806670,ATR 1.1T,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,,42.8,,NR_149818,53.1,4,25,,,30,26
7801,Flavobacterium crassostreae,1763534,LPB0076,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,GCA_001831475.1,36,3,KU057346,50.3,15,25,,,30,15
7802,Phenylobacterium panacis,1757089,DCY109,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,,66.9,,KT191026,55.9,20,25,,,30,10
7803,Flavobacterium orientale,1756020,SP3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34.9,,KT985058,50.2,4,25,,,30,26
7804,Paucibacter oligotrophus,1769250,CHU3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Paucibacter,,62.5,,KT333459,54.6,15,25,,,30,15
7805,Flectobacillus fontis,1737445,MIB-4,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,,37.6,,LN890295,50.3,15,25,,,30,15
7806,Paenibacillus baekrokdamisoli,1712516,Back-11,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,GCA_003945345.1,45.3,7.3,LC082229,54.8,10,25,,,30,20
7807,Hymenobacter monticola,1705399,XF-6R,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,62,,KT454960,56.1,4,25,,,30,26
7808,Thalassotalea crassostreae,1763536,LPB0090,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,GCA_001831495.1,38.8,3.9,KU160140,52.9,15,25,,,30,15
7809,Roseovarius scapharcae,1699410,MA4-5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,53.8,,KR611924,54.4,10,25,,,30,20
7810,Ascidiimonas aurantiaca,1685432,N5DA8-2C,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ascidiimonas,,41,,LC066536,50.1,20,25,,,30,10
7811,Flavobacterium aquicola,1682742,TMd3a3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,36.5,,LC120818,51.5,4,25,,,30,26
7812,Emticicia paludis,1681837,HMF3850,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,,38.5,,KT273906,50.8,10,25,,,30,20
7813,Emticicia aquatica,1681835,HMF2925,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,,36.5,,KP765737,51.2,15,25,,,30,15
7814,Shimia abyssi,1662395,JAMH 043,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia,,58,,LC057677,54.5,10,25,,,30,20
7815,Maribacter flavus,1658664,C3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,,41.5,,KR058351,55.3,15,25,,,30,15
7816,Cohnella collisoli,1658061,NKM-5,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,,48.3,,KR011027,56,5,25,,,30,25
7817,Sphingomonas vulcanisoli,1658060,SN6-13,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,64.6,,KP859572,53.9,10,25,,,30,20
7818,Octadecabacter ascidiaceicola,1655543,RA1-3 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,,56,,KP998176,54.4,10,25,,,30,20
7819,Flavobacterium buctense,1648146,T7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,38.2,,KP744923,49.9,15,25,,,30,15
7820,Wenyingzhuangia aestuarii,1647582,MN1-138,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,,33.1,,LC052784,49,20,25,,,30,10
7821,Marmoricola silvestris,1645666,S20-100,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,,66.2,,KP899230,56.5,0,25,,,30,30
7822,Aliiroseovarius pelagivivens,1639690,GYSW-22,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,,59,,KP662554,53.9,10,25,,,30,20
7823,Lacinutrix undariae,1639656,W-BA8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,,35,,KP309835,48.8,4,25,,,30,26
7824,Sedimentitalea todarodis,1631240,KHS03,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sedimentitalea,,59.9,,KP172215,54.3,4,25,,,30,26
7825,Lysobacter silvestris,1645665,AM20-91,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,63.4,,KP899165,55.3,10,25,,,30,20
7826,Pseudoseohaeicola caenipelagi,1619507,BS-W13 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoseohaeicola,,58.1,,KP219887,54.5,4,25,,,30,26
7827,Virgibacillus flavescens,1611422,S1-20,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,38.3,,KP197672,55,1,25,,,30,29
7828,Planococcus faecalis,1598147,AJ003,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,GCA_002009235.1,40.9,3.5,KM677191,55.4,-20,25,,,30,50
7829,Dyadobacter jiangsuensis,1591085,L-1 ,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,51.3,,KP318954,53.2,10,25,,,30,20
7830,Polaribacter undariae,1574269,W-BA7 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,31.9,,KM458974,49.5,4,25,,,30,26
7831,Mucilaginibacter vulcanisilvae,1569629,G27,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,46.5,,KM288700,51.8,4,25,,,30,26
7832,Sulfitobacter undariae,1563671,W-BA2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,55,,KM275624,54.2,4,25,,,30,26
7833,Kiloniella antarctica,1550907,soj2014,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Kiloniella,,45.5,,KM101108,53,0,25,,,30,30
7834,Flavobacterium jejuense,1544455,EC11,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,28.1,,KJ957195,50.7,10,25,,,30,20
7835,Agarivorans aestuarii,1563703,hydD622,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agarivorans,,44,,KM203871,52.7,10,25,,,30,20
7836,Subsaxibacter arcticus,1541394,SM1214 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter,,35.4,,KM091933,52.9,10,25,,,30,20
7837,Comamonas piscis,1562974,CN1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,,65.5,,KM263565,53.1,10,25,,,30,20
7838,Rhodococcus aerolatus,1529637,PAMC 27367,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,,77.1,,KM044053,59.3,10,25,,,30,20
7839,Loktanella ponticola,1524255,W-SW2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,,55.9,,KJ855314,53.6,4,25,,,30,26
7840,Amphritea ceti,1524258,RA,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,,47.4,,KJ867528,54.1,10,25,,,30,20
7841,Blastomonas aquatica,1510276,PE 4-5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,,66,,KJ528316,53.7,5,25,,,30,25
7842,Sulfitobacter pacificus,1499314, SCM-1(,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,56.5,,AB934383,53.6,5,25,,,30,25
7843,Dyadobacter sediminis,1493691,Z12,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,45.4,,KJ473428,53.7,10,25,,,30,20
7844,Phaeobacter marinintestinus,1492905,UB-M7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,,58.5,,D88525,55.2,10,25,,,30,20
7845,Bizionia psychrotolerans,1492901,PB-M7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,,33.4,,KJ461691,48.9,4,25,,,30,26
7846,Lacinutrix venerupis,1486034,Cmf 20.8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,GCA_001971745.1,30.6,3.2,HG970752,49.4,4,25,,,30,26
7847,Paraburkholderia jirisanensis,1520583,JRM2-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,63.7,,KJ601731,56.2,10,25,,,30,20
7848,Vibrio coralliirubri,1516159,Corallo1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,44.5,,,,10,25,,,30,20
7849,Algimonas arctica,1479486,SM1216,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Algimonas,,60.6,,KJ144186,52.7,4,25,,,30,26
7850,Actinophytocola sediminis,1476870,YIM M13705,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,,68.2,,KJ013500,58.6,10,25,,,30,20
7851,Pseudopelagicola gijangensis,1470563,YSS-7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudopelagicola,,55.5,,KF977839,54.5,4,25,,,30,26
7852,Brevundimonas denitrificans,1443434,TAR-002,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,70.3,,AB899817,55.1,8,25,,,30,22
7853,Hymenobacter rubidus,1441626,DG7B,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,54.9,,KF862489,56.7,12,25,,,30,18
7854,Nesterenkonia aurantiaca,1436010,CK5,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,,64.8,,HG795012,57.3,4,25,,,30,26
7855,Siccationidurans metalli,1433843, A2-91,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Siccationidurans,,61.6,,HM032898,54.4,4,25,,,30,26
7856,Flavobacterium fluminis,1433257,3R17,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,35.4,,KF891387,50.5,4,25,,,30,26
